MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,6,0,8475,2,3,2,1,1,1,1,13,3,3,1,1,4,7,1956,1956,2,2,15,15,4,0,3,3,2,3,3,4,2,228,6,0,724,952,2,1,2,2,952,0,0,952,0,0,1,0,2,1,3,4,1,0,6,6,1956,3,1,283,3,3,1,0,0,0,0,0,0,5,5,6,0,4,2008,1,1,135750
50,8,50,8635,2,3,1,1,1,1,1,4,3,3,1,2,5,5,1948,2001,2,2,16,16,4,0,3,3,2,3,3,4,3,336,1,41,295,672,2,3,2,1,1072,213,0,1285,1,0,1,0,2,1,3,6,2,0,6,6,1948,3,1,240,3,3,1,0,0,0,0,0,0,5,2,6,0,1,2008,1,1,127000
90,6,72,10778,2,3,1,1,1,1,1,20,3,3,3,1,4,5,1968,1968,4,2,7,7,4,0,3,3,2,3,3,4,6,0,6,0,1768,1768,2,3,1,1,1768,0,0,1768,0,0,2,0,4,2,3,8,1,0,6,7,0,4,0,0,6,6,1,0,0,0,0,0,0,5,5,6,0,4,2010,1,1,136500
50,8,60,10440,2,1,1,1,1,2,1,18,3,3,1,4,5,6,1910,1981,2,2,16,16,4,0,3,3,3,3,3,4,6,0,6,0,440,440,2,2,2,1,682,548,0,1230,0,0,1,1,2,1,3,5,1,0,6,6,1966,3,2,440,3,3,1,74,0,128,0,0,0,5,2,6,0,5,2009,1,1,110000
60,6,100,13000,2,3,1,1,1,2,1,13,3,3,1,4,6,6,1968,1968,2,2,15,15,2,576,3,2,2,2,3,4,4,448,6,0,448,896,2,3,2,1,1182,960,0,2142,0,0,2,1,4,1,2,8,1,1,2,2,1968,1,1,509,3,3,1,0,72,0,0,252,0,5,5,6,0,6,2009,1,1,193500
120,8,32,4500,2,3,1,1,1,4,1,12,3,3,4,1,6,5,1998,1998,4,2,15,15,2,443,3,2,3,1,2,4,1,1201,6,0,36,1237,2,1,2,1,1337,0,0,1337,1,0,2,0,2,1,3,5,1,0,6,2,1998,1,2,405,3,3,1,0,199,0,0,0,0,5,5,6,0,3,2006,1,1,153500
20,6,78,10206,2,3,1,1,1,1,1,22,3,3,1,1,8,5,2007,2007,2,2,15,15,5,468,3,3,3,2,3,4,1,33,6,0,1530,1563,2,1,2,1,1563,0,0,1563,0,0,2,0,3,1,2,6,1,1,2,2,2007,2,3,758,3,3,1,144,99,0,0,0,0,5,5,6,0,10,2008,1,1,245000
20,6,80,8892,2,3,2,1,1,1,1,13,3,3,1,1,5,5,1960,1960,2,2,9,9,1,66,3,3,2,3,3,4,6,0,6,0,1065,1065,2,2,2,1,1065,0,0,1065,0,0,1,1,3,1,3,6,1,0,6,6,1974,3,2,461,3,3,1,74,0,0,0,0,0,5,5,6,0,7,2007,5,1,126500
80,6,0,8530,2,3,2,1,1,1,1,9,3,3,1,8,7,5,1995,1996,2,2,7,7,2,22,3,3,3,2,3,4,6,0,6,0,384,384,2,2,2,1,804,670,0,1474,0,0,2,1,3,1,3,7,1,1,3,4,1995,1,2,400,3,3,1,120,72,0,0,0,0,5,5,4,700,5,2009,1,1,168500
60,6,121,16059,2,3,1,1,1,2,1,14,3,3,1,4,8,5,1991,1992,4,2,7,7,2,284,2,3,2,2,3,4,6,0,6,0,1288,1288,2,1,2,1,1301,1116,0,2417,0,0,2,1,4,1,2,9,1,1,3,2,1991,3,2,462,3,3,1,127,82,0,0,0,0,5,5,6,0,4,2006,1,1,260000
60,6,122,11911,2,3,3,1,1,1,1,9,3,3,1,4,6,5,2005,2005,2,2,15,15,4,0,2,3,3,2,3,2,6,0,6,0,684,684,2,1,2,1,684,876,0,1560,0,0,2,1,3,1,2,6,1,1,2,4,2005,1,2,400,3,3,1,100,38,0,0,0,0,5,5,6,0,3,2009,1,1,174000
160,3,40,3951,2,2,1,1,1,2,1,22,3,3,4,4,6,5,2009,2009,2,2,15,15,5,76,2,3,3,2,3,2,6,0,6,0,612,612,2,1,2,1,612,612,0,1224,0,0,2,1,2,1,2,4,1,0,6,6,2009,2,2,528,3,3,1,0,234,0,0,0,0,5,5,6,0,6,2009,4,6,164500
50,2,105,8470,2,3,2,1,1,2,1,10,2,2,1,2,3,2,1915,1982,4,2,11,11,4,0,4,4,2,3,4,4,6,0,6,0,1013,1013,2,3,1,1,1013,0,513,1526,0,0,1,0,2,1,4,6,1,0,6,7,0,4,0,0,6,6,3,0,0,156,0,0,0,5,2,6,0,10,2009,9,2,85000
20,6,60,8070,2,3,1,1,1,1,1,6,3,3,1,1,4,5,1994,1995,2,2,15,15,4,0,3,3,3,2,3,4,1,588,6,0,402,990,2,1,2,1,990,0,0,990,1,0,1,0,3,1,3,5,1,0,6,7,0,4,0,0,6,6,1,0,0,0,0,0,0,5,5,6,0,8,2007,1,1,123600
20,6,60,7200,2,3,1,1,1,1,1,13,3,3,1,1,4,5,1950,1950,2,2,4,16,4,0,3,3,4,6,6,5,7,0,7,0,0,0,2,3,2,2,1040,0,0,1040,0,0,1,0,2,1,3,4,1,0,6,6,1950,3,2,420,3,3,1,0,29,0,0,0,0,5,5,6,0,7,2006,1,1,109900
20,6,85,8500,2,3,1,1,1,1,1,13,3,3,1,1,5,3,1961,1961,4,2,7,7,1,203,3,3,2,3,3,4,4,600,6,0,635,1235,2,3,2,1,1235,0,0,1235,0,0,1,0,2,1,3,6,1,0,6,2,1961,3,2,480,3,3,1,0,0,0,0,0,0,5,3,6,0,12,2006,1,2,98600
30,6,80,13360,2,1,2,3,1,1,1,7,3,3,1,1,5,7,1921,2006,2,2,16,16,4,0,3,2,1,2,3,4,2,713,6,0,163,876,2,1,2,1,964,0,0,964,1,0,1,0,2,1,3,5,1,0,6,6,1921,3,2,432,3,3,1,0,0,44,0,0,0,5,5,6,0,8,2009,1,1,163500
190,2,60,7200,2,3,1,1,1,2,1,18,3,3,2,6,6,6,1910,1998,4,2,9,9,4,0,3,3,1,3,4,3,4,1046,6,0,168,1214,3,1,1,1,1260,1031,0,2291,0,1,2,0,4,2,3,9,1,1,2,6,1900,3,2,506,3,3,1,0,0,0,0,99,0,5,5,6,0,11,2007,1,1,133900
60,6,69,9337,2,3,2,1,1,1,1,6,3,3,1,4,6,5,1997,1997,2,2,15,15,4,0,3,2,3,2,3,4,1,648,6,0,176,824,2,1,2,1,905,881,0,1786,1,0,2,1,3,1,2,7,1,0,6,2,1997,2,2,684,3,3,1,0,162,0,0,0,0,5,5,6,0,5,2007,1,1,204750
60,6,0,9765,2,3,3,1,1,2,1,9,3,3,1,4,6,8,1993,1993,2,2,15,15,2,68,1,2,3,2,2,4,2,310,6,0,370,680,2,2,2,1,680,790,0,1470,0,0,2,1,3,1,3,6,1,1,3,4,1993,1,2,420,3,3,1,232,63,0,0,0,0,5,5,4,480,4,2009,1,1,185000
20,6,78,10264,2,3,2,1,1,1,1,6,3,3,1,1,7,5,1999,1999,2,2,15,15,2,183,2,3,3,2,3,2,2,1162,6,0,426,1588,2,1,2,1,1588,0,0,1588,0,0,2,0,3,1,2,6,1,0,6,2,1999,2,2,472,3,3,1,158,29,0,0,0,0,5,5,6,0,8,2006,1,1,214000
20,6,73,10921,2,3,1,3,1,1,1,8,3,3,1,1,4,5,1965,1965,4,2,7,7,2,48,3,3,2,3,3,4,4,520,6,0,440,960,2,3,2,3,960,0,0,960,1,0,1,0,3,1,3,6,1,0,6,2,1965,1,1,432,3,3,2,120,0,0,0,0,0,5,5,6,0,5,2007,1,1,94750
30,6,85,10625,2,3,1,1,1,2,1,8,3,3,1,1,5,5,1920,1950,2,2,16,16,4,0,3,3,1,3,3,4,2,108,6,0,350,458,2,4,1,1,835,0,0,835,0,0,1,0,2,1,3,5,1,0,6,3,1920,3,1,366,4,3,1,0,0,77,0,0,0,5,5,4,400,5,2010,5,2,83000
20,6,77,9320,2,3,2,1,1,1,1,13,3,3,1,1,4,5,1959,1959,2,2,11,11,4,0,3,3,2,3,3,4,2,569,6,0,381,950,2,4,2,1,1225,0,0,1225,1,0,1,1,3,1,3,6,1,0,6,7,0,4,0,0,6,6,1,352,0,0,0,0,0,5,5,4,400,1,2010,1,1,128950
20,6,0,10603,2,3,2,1,1,1,1,17,3,3,1,1,6,7,1977,2001,2,2,11,11,2,28,3,3,3,3,3,3,2,1200,6,0,410,1610,2,2,2,1,1610,0,0,1610,1,0,2,0,3,1,2,6,1,2,3,2,1977,2,2,480,3,3,1,168,68,0,0,0,0,5,5,6,0,2,2010,1,1,205000
60,6,77,9206,2,3,1,1,1,1,1,21,3,3,1,4,6,5,1985,1985,2,2,7,7,2,336,2,3,2,2,3,4,6,0,6,0,741,741,2,3,2,1,977,755,0,1732,0,0,2,1,3,1,2,7,1,1,3,2,1985,1,2,476,3,3,1,192,46,0,0,0,0,5,5,6,0,6,2010,1,1,178000
90,6,64,7018,2,3,1,2,1,1,1,21,3,3,3,1,5,5,1979,1979,2,2,7,7,4,0,3,4,4,6,6,5,7,0,7,0,0,0,2,3,2,1,1535,0,0,1535,0,0,2,0,4,2,3,8,1,0,6,2,1979,3,2,410,3,3,1,0,0,0,0,0,0,5,5,6,0,6,2009,1,4,118964
20,6,94,10402,2,3,2,1,1,2,1,6,3,3,1,1,7,5,2009,2009,2,2,15,15,4,0,3,3,3,2,3,4,6,0,6,0,1226,1226,2,1,2,1,1226,0,0,1226,0,0,2,0,3,1,2,6,1,0,6,2,2009,2,3,740,3,3,1,0,36,0,0,0,0,5,5,6,0,5,2010,1,1,198900
50,8,0,7758,2,3,1,1,1,2,1,10,3,3,1,2,7,4,1931,1950,2,2,14,14,2,600,3,4,3,3,3,4,5,224,6,0,816,1040,2,1,2,3,1226,592,0,1818,0,0,1,1,4,1,3,7,1,2,3,6,1951,3,1,240,3,3,1,0,0,0,0,184,0,5,5,6,0,6,2007,1,1,169500
60,3,75,9375,2,3,1,1,1,1,1,22,3,3,1,4,8,5,2003,2004,4,2,15,15,2,768,2,3,3,1,3,4,6,0,6,0,1053,1053,2,1,2,1,1053,939,0,1992,0,0,2,1,3,1,2,9,1,1,2,2,2003,2,2,648,3,3,1,140,45,0,0,0,0,5,5,6,0,8,2008,1,1,250000
30,8,60,10800,2,1,1,1,1,1,1,18,3,3,1,1,4,7,1885,1995,5,2,15,15,4,0,3,3,1,4,3,4,6,0,6,0,641,641,2,2,2,1,1047,0,0,1047,0,0,1,0,2,1,3,6,1,0,6,6,1954,3,1,273,4,4,3,0,0,0,0,0,0,5,5,4,450,8,2007,1,1,100000
20,8,50,6000,2,3,1,1,1,1,1,18,3,3,1,1,5,5,1948,1950,2,2,15,15,4,0,3,3,2,3,3,4,2,104,3,169,516,789,2,1,2,1,789,0,0,789,0,0,1,0,2,1,3,5,1,0,6,6,1948,3,1,250,3,3,1,0,0,0,0,0,0,5,5,6,0,4,2008,1,6,115000
50,8,85,8500,2,3,1,1,1,2,1,10,1,3,1,2,5,7,1919,2005,2,2,6,6,4,0,3,3,2,3,3,4,6,0,6,0,793,793,3,3,1,3,997,520,0,1517,0,0,2,0,3,1,4,7,1,0,6,7,0,4,0,0,6,6,3,0,0,144,0,0,0,5,5,6,0,8,2007,1,1,115000
20,6,105,11751,2,3,2,1,1,1,1,17,3,3,1,1,6,6,1977,1977,4,2,11,11,2,480,3,3,2,2,3,4,3,705,6,0,1139,1844,2,1,2,1,1844,0,0,1844,0,0,2,0,3,1,3,7,1,1,3,2,1977,2,2,546,3,3,1,0,122,0,0,0,0,5,2,6,0,1,2010,5,1,190000
50,6,75,9525,2,3,1,1,1,1,1,8,3,3,1,2,6,4,1954,1972,2,2,16,16,4,0,3,3,2,3,4,4,4,444,6,0,550,994,2,2,2,1,1216,639,0,1855,0,0,2,0,4,1,3,7,1,0,6,2,1954,3,1,325,3,3,1,182,0,0,0,0,0,5,5,6,0,10,2006,1,1,136900
80,6,0,7750,2,3,2,1,1,1,1,9,3,3,1,8,7,5,2000,2000,2,2,15,15,4,0,3,3,3,2,3,4,1,250,6,0,134,384,2,1,2,1,774,656,0,1430,0,0,2,1,3,1,3,7,1,1,3,4,2000,1,2,400,3,3,1,180,0,0,0,0,0,5,5,6,0,4,2010,1,1,180000
60,6,77,9965,2,3,1,1,1,1,1,6,3,3,1,4,7,5,2007,2007,2,2,15,15,5,220,2,3,3,1,3,2,1,984,6,0,280,1264,2,1,2,1,1282,1414,0,2696,1,0,2,1,4,1,1,10,1,1,2,4,2007,1,3,792,3,3,1,120,184,0,0,168,0,5,5,6,0,10,2007,4,6,383970
20,6,0,21000,2,3,1,2,1,2,1,7,3,3,1,1,6,5,1953,1953,4,2,16,16,2,184,3,2,2,2,3,3,2,35,4,869,905,1809,2,3,2,1,2259,0,0,2259,1,0,2,0,3,1,2,7,1,2,2,3,1953,3,2,450,3,3,1,166,120,192,0,0,0,5,2,6,0,10,2007,5,2,217000
70,6,61,7259,2,3,2,1,1,1,2,7,3,3,1,4,6,8,1945,2002,3,2,16,16,4,0,3,3,2,3,3,4,2,774,5,150,104,1028,2,1,2,1,1436,884,0,2320,1,0,2,1,3,1,2,9,1,1,3,6,1945,3,1,180,3,3,1,224,0,0,0,0,0,5,2,6,0,7,2007,1,1,259500
160,3,34,3230,2,2,1,1,1,2,1,22,3,3,4,4,6,5,1999,1999,2,2,9,9,2,1129,3,3,3,2,3,4,1,419,6,0,310,729,2,2,2,1,729,729,0,1458,0,0,2,1,2,1,3,5,1,1,4,6,1999,3,2,440,3,3,1,0,32,0,0,0,0,5,5,6,0,6,2007,1,1,176000
20,6,0,11616,2,3,1,1,1,1,1,20,3,3,1,1,5,5,1962,1962,2,2,16,16,2,116,3,3,2,3,3,4,5,170,3,670,252,1092,2,3,2,1,1092,0,0,1092,0,1,1,0,3,1,3,6,1,1,5,2,1962,3,1,288,3,3,1,0,20,144,0,0,0,5,5,6,0,9,2009,1,1,139000
20,6,74,8536,2,3,1,1,1,2,1,8,3,3,1,1,5,5,2006,2007,2,2,15,15,4,0,3,3,3,2,3,4,6,0,6,0,1125,1125,2,2,2,1,1125,0,0,1125,0,0,1,1,2,1,3,5,1,0,6,2,2007,3,2,430,3,3,1,80,64,0,0,0,0,5,5,6,0,4,2007,4,6,155000
60,6,90,12376,2,3,1,1,1,2,1,21,3,3,1,4,7,5,1990,1990,4,2,11,11,4,0,3,3,3,2,3,3,1,1470,6,0,203,1673,2,2,2,1,1699,1523,0,3222,1,0,3,0,5,1,2,11,1,2,3,2,1990,3,3,594,3,3,1,367,0,0,0,0,0,5,5,6,0,5,2010,1,1,320000
60,6,65,8461,2,3,1,1,1,1,1,6,3,3,1,4,6,5,2005,2006,2,2,15,15,4,0,2,3,3,2,3,4,6,0,6,0,728,728,2,1,2,1,728,728,0,1456,0,0,2,1,3,1,2,8,1,1,2,2,2005,1,2,390,3,3,1,0,24,0,0,0,0,5,5,6,0,7,2006,4,6,163990
80,6,0,21453,2,3,2,4,1,3,3,5,3,3,1,8,6,5,1969,1969,1,4,11,11,4,0,3,3,2,3,3,1,2,938,6,0,0,938,2,1,2,1,988,0,0,988,1,0,1,0,1,1,3,4,1,2,3,2,1969,3,2,540,3,3,1,0,130,0,130,0,0,5,5,6,0,10,2006,1,1,180000
50,8,50,6060,2,3,1,1,1,1,1,10,3,3,1,2,4,5,1939,1950,2,2,1,1,4,0,3,3,3,3,3,4,6,0,6,0,732,732,2,2,2,1,772,351,0,1123,0,0,1,0,3,1,3,4,1,0,6,6,1979,3,1,264,3,3,2,0,0,140,0,0,0,5,2,6,0,6,2007,1,1,100000
20,6,75,9464,2,3,1,1,1,2,1,13,3,3,1,1,6,7,1958,1958,4,2,9,9,2,135,3,2,2,3,3,4,3,570,6,0,510,1080,2,2,2,1,1080,0,0,1080,0,0,1,0,3,1,3,5,1,0,6,2,1958,3,1,288,3,3,1,0,0,0,0,130,0,5,5,6,0,6,2008,1,1,136000
120,6,55,7892,2,3,1,1,1,1,1,21,3,3,4,1,6,5,1993,1993,2,2,11,11,4,0,2,3,3,2,3,4,1,300,6,0,899,1199,2,1,2,1,1199,0,0,1199,0,0,2,0,2,1,2,5,1,0,6,2,1993,2,2,530,3,3,1,0,63,0,0,0,0,5,5,6,0,3,2008,1,1,153900
20,6,48,17043,2,3,2,1,1,3,1,17,3,3,1,1,6,5,1979,1998,2,2,7,7,4,0,3,2,2,2,4,4,6,0,6,0,1362,1362,2,3,2,1,1586,0,0,1586,0,0,2,0,3,1,3,7,1,1,3,2,1979,3,2,435,3,3,1,192,0,0,0,0,0,5,5,6,0,1,2009,1,1,181000
190,8,60,6780,2,3,1,1,1,1,1,10,3,3,2,2,6,8,1935,1982,2,2,16,16,4,0,3,4,2,3,3,2,1,490,6,0,30,520,2,2,1,1,520,0,234,754,1,0,1,0,2,1,3,5,1,0,6,7,0,4,0,0,6,6,3,53,0,0,0,0,0,5,5,6,0,6,2006,1,1,84500
120,6,0,4928,2,3,2,1,1,1,1,15,3,3,4,1,6,5,1976,1976,2,2,11,11,4,0,3,3,2,2,3,4,2,120,6,0,958,1078,2,3,2,1,958,0,0,958,0,0,2,0,2,1,3,5,1,1,3,2,1977,2,2,440,3,3,1,0,205,0,0,0,0,5,5,6,0,2,2007,1,1,128000
45,8,55,4388,2,3,2,2,1,1,1,18,2,3,1,3,5,7,1930,1950,2,2,17,16,4,0,3,2,1,3,3,4,5,116,6,0,556,672,2,1,2,1,840,0,0,840,0,0,1,0,3,1,3,5,1,1,3,7,0,4,0,0,6,6,3,0,0,0,0,0,0,5,5,6,0,6,2007,1,1,87000
60,6,69,7590,2,3,1,1,1,1,1,13,6,3,1,4,6,5,1966,1966,2,2,15,15,2,266,3,3,2,3,3,4,3,512,6,0,148,660,2,3,2,1,660,688,0,1348,0,0,1,1,3,1,3,6,1,1,4,2,1966,2,2,453,3,3,1,188,108,0,0,0,0,5,5,6,0,7,2006,1,1,155000
20,6,69,8973,2,3,1,1,1,1,1,13,3,3,1,1,5,7,1958,1991,2,2,11,11,2,85,3,3,2,3,3,4,4,567,3,28,413,1008,2,3,2,2,1053,0,0,1053,0,1,1,1,3,1,1,6,1,0,6,1,1998,2,2,750,3,3,1,0,80,0,180,0,0,5,4,6,0,7,2006,1,2,150000
60,6,88,14200,2,3,1,1,1,2,1,13,3,3,1,4,7,6,1966,1966,2,2,9,9,2,309,3,3,2,3,3,4,4,445,6,0,479,924,2,1,2,1,1216,941,0,2157,0,0,2,1,4,1,2,8,1,2,2,2,1966,1,2,487,3,3,1,105,66,0,0,0,0,5,1,6,0,5,2006,1,1,226000
60,6,0,12224,2,3,2,1,1,2,1,9,3,3,1,4,6,5,2000,2000,2,2,15,15,2,40,2,3,3,2,3,4,1,695,6,0,297,992,2,1,2,1,1022,1032,0,2054,1,0,2,1,3,1,2,7,1,1,3,4,2000,2,2,390,3,3,1,24,48,0,0,0,0,5,5,6,0,7,2009,1,1,244000
20,6,75,7388,2,3,1,1,1,2,1,13,3,3,1,1,5,6,1959,2002,2,2,9,9,4,0,3,3,2,3,3,4,4,405,6,0,658,1063,2,2,2,1,1327,0,0,1327,1,0,1,0,3,1,2,7,1,0,6,6,1974,3,2,624,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2007,1,1,150750
20,6,0,6853,2,3,2,1,1,1,1,24,3,3,1,1,8,5,2001,2002,2,2,15,15,2,136,2,3,3,1,3,4,1,1005,6,0,262,1267,2,1,2,1,1296,0,0,1296,1,0,2,0,2,1,2,6,1,0,6,2,2001,1,2,471,3,3,1,192,25,0,0,0,0,5,5,6,0,6,2009,1,1,220000
20,6,78,10335,2,3,2,1,1,1,1,20,3,3,1,1,5,6,1968,1993,2,2,11,11,4,0,3,3,2,3,3,4,4,570,6,0,891,1461,2,2,2,1,1721,0,0,1721,0,0,2,1,3,1,3,7,2,1,3,2,1968,2,2,440,3,3,1,0,96,180,0,0,0,5,2,6,0,7,2006,1,1,180000
20,6,80,10400,2,3,1,1,1,1,1,17,3,3,1,1,7,6,1970,1970,4,2,11,11,2,288,3,3,3,3,3,4,6,0,6,0,1304,1304,2,2,2,1,1682,0,0,1682,0,0,2,0,3,1,3,7,1,1,2,2,1970,3,2,530,3,3,1,98,0,0,0,0,0,5,2,6,0,5,2008,1,1,174000
20,6,0,10355,2,3,2,1,1,2,1,13,3,3,1,1,5,5,1967,1967,2,2,9,9,2,196,3,3,2,3,3,4,3,695,6,0,519,1214,2,3,2,1,1214,0,0,1214,0,0,2,0,3,1,3,5,1,1,4,2,1967,2,1,318,3,3,1,0,111,0,0,0,0,5,5,6,0,7,2007,1,1,143000
90,6,82,11070,2,3,1,1,1,1,1,12,3,3,3,1,7,5,1988,1989,2,2,15,15,2,70,3,3,2,3,3,4,6,0,6,0,1907,1907,2,2,2,1,1959,0,0,1959,0,0,3,0,5,2,3,9,1,0,6,1,1989,3,3,766,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2006,1,5,171000
60,6,73,9066,2,3,2,1,1,1,1,6,3,3,1,4,8,5,1999,2000,2,2,15,15,2,320,2,3,3,2,3,3,1,668,6,0,336,1004,2,1,2,1,1004,848,0,1852,0,0,2,1,3,1,2,7,1,2,3,2,1999,1,3,660,3,3,1,224,106,0,0,0,0,5,1,6,0,12,2008,1,1,230000
60,6,65,15426,2,3,2,1,1,1,1,6,3,3,1,4,6,5,1997,1997,2,2,15,15,4,0,3,3,3,2,3,4,1,821,6,0,107,928,2,1,2,1,928,836,0,1764,1,0,2,1,3,1,2,7,1,0,6,2,1997,2,2,470,3,3,1,276,99,0,0,0,0,5,2,6,0,8,2009,1,1,231500
20,6,70,10500,2,3,1,1,1,4,1,13,3,3,1,1,4,5,1971,1971,2,2,7,7,4,0,3,3,2,3,3,4,2,432,6,0,432,864,2,3,2,1,864,0,0,864,0,0,1,0,3,1,3,5,1,1,5,7,0,4,0,0,6,6,1,0,0,0,0,0,0,5,5,6,0,4,2010,8,1,115000
20,6,78,11645,2,3,1,1,1,1,1,6,3,3,1,1,7,5,2005,2005,2,2,15,15,4,0,2,3,3,2,3,2,1,1300,6,0,434,1734,2,1,2,1,1734,0,0,1734,1,0,2,0,3,1,2,7,1,0,6,2,2005,1,2,660,3,3,1,160,24,0,0,0,0,5,5,6,0,1,2006,1,1,260000
50,6,71,8520,2,3,1,1,1,2,1,13,1,3,1,2,5,4,1952,1952,2,2,4,16,4,0,3,4,2,3,3,4,4,507,6,0,403,910,2,4,2,1,910,475,0,1385,0,0,2,0,4,1,3,6,1,0,6,6,2000,3,2,720,3,3,1,0,0,0,0,0,0,5,2,6,0,6,2010,1,1,166000
20,6,78,10335,2,3,2,1,1,1,1,6,3,3,1,1,7,5,1999,1999,2,2,15,15,2,183,2,3,3,2,3,1,1,679,6,0,811,1490,2,1,2,1,1501,0,0,1501,1,0,2,0,3,1,2,6,1,0,6,2,1999,2,2,577,3,3,1,144,29,0,0,0,0,5,5,6,0,6,2009,1,1,204000
90,8,70,9100,2,3,1,1,1,1,1,20,9,3,3,1,5,5,1963,1963,2,2,7,7,2,336,3,3,2,3,3,4,4,1332,6,0,396,1728,2,3,2,1,1728,0,0,1728,1,0,2,0,6,2,3,10,1,0,6,6,1963,3,2,504,3,3,1,0,0,0,0,0,0,5,5,6,0,11,2006,8,2,125000
160,8,24,2522,2,3,1,1,1,1,1,8,3,3,5,4,6,5,2004,2006,2,2,15,15,5,50,2,3,3,2,3,4,6,0,6,0,970,970,2,1,2,1,970,739,0,1709,0,0,2,0,3,1,2,7,5,0,6,6,2004,3,2,380,3,3,1,0,40,0,0,0,0,5,5,6,0,4,2006,1,1,130000
30,8,51,6120,2,3,1,1,1,2,1,4,3,3,1,1,5,7,1931,1993,2,2,16,16,4,0,3,3,1,3,3,4,3,209,6,0,506,715,2,3,2,2,875,0,0,875,1,0,1,0,2,1,3,5,1,0,6,6,1931,3,1,180,4,3,1,48,0,0,0,0,0,5,5,6,0,11,2009,1,1,105000
60,6,0,9505,2,3,2,1,1,3,1,9,3,3,1,4,7,5,2001,2001,2,2,15,15,2,180,2,3,3,2,3,4,6,0,6,0,884,884,2,1,2,1,884,1151,0,2035,0,0,2,1,3,1,2,8,1,1,2,4,2001,1,2,434,3,3,1,144,48,0,0,0,0,5,5,6,0,5,2010,1,1,222500
20,6,63,7500,2,3,1,1,1,1,1,21,3,3,1,1,7,5,2004,2005,2,2,15,15,2,120,3,3,3,2,3,4,1,680,6,0,400,1080,2,1,2,1,1080,0,0,1080,1,0,1,0,3,1,2,6,1,0,6,7,0,4,0,0,6,6,1,0,0,0,0,0,0,5,5,6,0,4,2008,1,1,141000
50,8,0,6240,2,3,1,1,1,1,1,4,3,3,1,2,5,4,1936,1950,2,2,9,9,4,0,3,3,1,2,3,4,6,0,6,0,896,896,2,2,2,2,896,448,0,1344,0,0,1,0,3,1,3,7,1,0,6,6,1936,3,1,240,4,3,1,200,114,0,0,0,0,5,5,6,0,4,2006,1,1,115000
20,6,120,10356,2,3,1,1,1,2,1,6,3,3,1,1,5,6,1975,1975,2,2,7,7,4,0,3,3,2,3,3,2,3,716,6,0,253,969,2,3,2,1,969,0,0,969,0,0,1,1,3,1,3,5,1,0,6,2,1975,3,2,440,3,3,1,0,0,0,0,0,0,5,2,6,0,1,2007,1,1,122000
20,6,107,13891,2,3,1,1,1,1,1,16,3,3,1,1,8,5,2007,2008,4,2,15,15,5,436,2,3,3,1,3,1,1,1400,6,0,310,1710,2,1,2,1,1710,0,0,1710,1,0,2,0,2,1,2,6,1,1,2,2,2007,2,3,866,3,3,1,0,102,0,0,0,0,5,5,6,0,1,2008,4,6,372402
60,6,0,14803,2,3,2,1,1,3,1,17,3,3,1,4,6,5,1971,1971,2,2,7,7,2,252,3,3,2,3,3,4,4,416,6,0,409,825,2,2,2,1,1097,896,0,1993,0,0,2,1,4,1,3,8,1,1,2,2,1971,2,2,495,3,3,1,0,66,0,0,0,0,5,3,6,0,6,2006,1,1,190000
20,6,0,13500,2,3,1,1,1,1,1,5,3,3,1,1,6,7,1960,1975,1,2,4,11,4,0,3,3,2,2,3,1,3,429,2,1080,93,1602,2,2,2,1,1252,0,0,1252,1,0,1,0,1,1,3,4,1,1,2,2,1960,2,2,564,3,3,1,409,0,0,0,0,0,5,5,6,0,3,2008,1,1,235000
30,8,84,11340,2,3,1,1,1,2,1,18,3,3,1,1,6,5,1923,1950,2,2,16,16,4,0,3,3,1,3,3,4,6,0,6,0,1200,1200,2,3,2,2,1200,0,0,1200,0,0,1,0,4,1,3,7,1,0,6,6,1923,3,1,312,4,4,1,0,0,228,0,0,0,5,5,6,0,3,2006,1,5,125000
